       EEG1       EEG2       EEG3       EEG4
       62.3       55.1       35.3       -0.8
       66.1       64.3       39.6       -7.8
       63.3       72.6       43.4       -9.1
       54.9       77.5       45.9       -7.3
       42.6       77.0       45.0       -5.0
       29.9       72.6       39.5       -2.9
       21.1       68.4       31.4       -0.1
       17.8       66.4       24.9        3.9
       16.4       66.1       21.4        8.8
       12.6       66.4       19.1       12.9
        5.0       65.5       16.1       15.4
       -4.0       63.4       11.6       15.6
      -11.1       61.4        5.9       13.1
      -15.6       59.6       -0.9        7.9
      -19.5       56.4       -7.6        1.5
      -23.9       50.4      -12.3       -4.0
      -27.3       43.5      -13.9       -8.9
      -27.6       38.6      -14.0      -15.4
      -24.9       36.5      -14.6      -23.3
      -19.6       36.5      -16.1      -29.6
      -13.5       37.1      -18.3      -33.1
       -9.0       35.3      -21.3      -34.3
       -8.0       28.9      -25.5      -34.0
      -10.1       19.1      -30.6      -34.3
      -13.8        9.0      -35.0      -37.8
      -18.3       -0.1      -37.6      -46.1
      -24.4       -9.4      -38.9      -56.5
      -31.6      -19.3      -39.6      -61.6
      -38.6      -29.1      -41.1      -57.4
      -45.1      -39.1      -43.6      -47.9
      -50.5      -48.4      -46.0      -40.4
      -51.9      -53.8      -46.9      -37.9
      -47.0      -53.9      -45.6      -38.5
      -38.1      -51.9      -42.6      -38.6
      -31.1      -53.5      -38.9      -35.8
      -28.6      -59.4      -35.8      -29.5
      -27.1      -63.3      -33.1      -22.6
      -23.0      -61.1      -31.0      -19.3
      -17.0      -56.5      -30.0      -20.5
      -11.4      -55.3      -29.1      -22.5
       -7.5      -59.0      -26.6      -21.5
       -6.5      -63.8      -22.4      -18.5
       -9.3      -65.0      -17.1      -16.0
      -14.9      -61.8      -12.0      -14.6
      -21.4      -55.9       -7.6      -13.1
      -27.0      -50.1       -3.5      -10.8
      -32.0      -47.3        0.8       -7.6
      -36.1      -47.5        4.6       -3.4
      -37.5      -48.1        7.6        1.1
      -35.6      -47.3        9.8        3.3
      -32.9      -45.6       11.1        1.8
      -31.0      -44.8       12.3       -1.4
      -31.0      -45.1       13.4       -2.9
      -34.6      -47.3       13.3       -1.9
      -42.3      -51.8       10.9        0.3
      -50.4      -56.9        8.4        2.5
      -54.4      -59.8        9.4        4.3
      -52.4      -59.8       14.4        5.1
      -45.6      -57.9       20.5        5.9
      -35.5      -54.6       24.5        7.0
      -23.6      -50.3       26.4        8.4
      -12.1      -46.5       29.3       10.4
       -1.9      -44.4       34.8       13.1
        9.8      -41.4       41.9       15.3
       23.6      -35.1       48.4       15.1
       35.3      -27.6       51.5       12.9
       40.1      -23.1       50.9       10.4
       39.3      -22.3       48.6        9.3
       36.9      -21.9       46.5        9.3
       35.3      -20.1       43.9        9.5
       33.6      -17.6       40.3       10.1
       31.6      -15.6       36.8       11.1
       30.0      -15.3       34.3       12.3
       28.8      -17.6       31.4       12.9
       27.9      -20.9       26.5       13.4
       29.3      -19.9       21.0       13.5
       34.5      -12.1       17.8       10.4
       40.6       -1.6       16.6        2.4
       42.3        4.8       14.8       -5.9
       37.4        5.0       10.1       -7.9
       30.5        2.9        3.5       -3.8
       27.1        1.4       -2.3        0.9
       27.4       -0.3       -5.9        2.1
       28.0       -2.8       -7.1        1.4
       27.4       -4.5       -6.5        2.0
       25.0       -5.4       -5.6        5.0
       19.9       -6.6       -6.5        9.4
       12.6       -7.3       -9.6       13.5
        6.4       -5.3      -13.6       14.5
        3.5       -1.5      -16.4       10.0
        3.4        1.4      -16.8        1.0
        3.5        2.5      -15.6       -8.0
        1.9        2.8      -14.0      -12.9
       -1.9        2.5      -13.1      -13.1
       -7.1        0.9      -15.4      -11.4
      -13.3       -2.5      -22.0      -10.4
      -19.4       -6.0      -30.8      -10.9
      -24.5       -8.6      -37.5      -11.9
      -29.4      -12.1      -39.9      -12.8
      -35.9      -19.4      -38.8      -12.9
      -44.6      -30.3      -35.9      -11.1
      -53.1      -40.5      -32.6       -7.9
      -57.5      -45.5      -29.3       -6.0
      -56.1      -44.8      -26.3       -8.8
      -51.1      -41.5      -24.6      -15.5
      -45.5      -38.8      -25.3      -21.8
      -41.3      -37.6      -28.0      -24.0
      -39.1      -37.8      -31.1      -22.8
      -37.4      -36.3      -32.8      -21.4
      -32.8      -30.4      -31.6      -22.0
      -25.3      -22.1      -27.8      -23.8
      -18.3      -16.1      -23.0      -24.8
      -14.6      -13.3      -19.5      -23.4
      -14.6      -10.6      -17.6      -19.9
      -17.6       -7.1      -16.8      -17.8
      -23.0       -4.8      -16.5      -19.3
      -29.0       -4.4      -16.9      -21.6
      -31.8       -3.6      -17.0      -20.1
      -27.8       -0.3      -15.0      -14.3
      -18.4        4.5      -10.6       -7.0
       -9.0        7.8       -5.8        0.0
       -2.9        9.6       -1.8        7.6
        1.4       12.9        0.9       16.8
        6.4       18.5        1.5       26.8
       12.5       24.9        0.0       37.5
       19.8       32.3       -1.4       49.9
       28.0       44.3        0.5       62.9
       35.4       62.4        5.8       73.4
       38.9       82.3       11.5       80.0
       37.4       96.8       15.1       84.5
       32.0      101.8       16.5       89.6
       24.3       98.5       16.9       95.8
       16.4       92.5       17.9      100.3
       10.8       89.6       20.8      100.6
        8.4       90.0       25.6       97.6
        7.9       89.0       31.0       92.8
        8.5       86.3       35.3       86.8
       11.4       87.6       38.4       80.1
       17.9       97.1       41.1       71.6
       26.5      110.3       43.5       59.5
       34.1      119.5       44.6       45.5
       38.4      121.9       44.1       34.0
       38.5      119.4       42.0       27.6
       36.5      115.3       38.1       24.6
       35.8      111.0       33.4       21.3
       36.9      107.0       29.4       15.1
       38.6      104.0       27.3        7.1
       39.4      101.1       27.0       -0.8
       36.4       94.8       27.4       -7.0
       28.3       83.9       27.4      -11.0
       17.6       72.9       27.3      -13.9
        9.6       66.3       27.6      -17.5
        7.0       63.0       28.3      -22.8
        8.1       59.0       28.3      -28.1
        9.4       52.5       26.9      -29.9
        8.5       44.4       24.4      -26.6
        5.3       35.4       20.5      -21.3
        0.9       26.4       15.5      -17.6
       -2.9       20.0       10.4      -16.9
       -5.6       17.1        5.8      -17.8
       -8.9       14.4        1.4      -18.8
      -14.5        7.8       -3.0      -18.4
      -21.4       -2.4       -5.5      -16.1
      -26.0      -11.8       -4.4      -14.9
      -26.6      -18.4       -2.3      -17.9
      -25.6      -24.5       -4.4      -24.5
      -26.0      -32.5      -12.0      -30.3
      -27.9      -41.5      -20.6      -32.1
      -29.5      -49.5      -25.4      -31.9
      -28.9      -55.6      -26.1      -31.9
      -25.0      -59.6      -24.9      -31.8
      -18.5      -60.9      -22.9      -29.9
      -11.6      -60.3      -20.5      -26.8
       -7.1      -60.1      -18.4      -23.4
       -5.1      -61.0      -16.3      -20.1
       -3.3      -61.1      -13.9      -18.1
       -0.8      -60.3      -11.5      -19.6
       -0.3      -60.9      -10.3      -24.9
       -3.5      -65.3      -10.4      -30.3
       -8.9      -72.3      -11.1      -31.9
      -14.4      -79.6      -12.3      -29.8
      -19.5      -86.5      -14.5      -27.1
      -25.5      -93.3      -18.1      -25.8
      -32.4      -98.8      -21.3      -25.4
      -37.9     -100.3      -21.8      -25.8
      -40.5      -97.5      -20.6      -26.5
      -40.9      -95.0      -20.4      -26.9
      -39.6      -96.0      -22.3      -25.8
      -35.6      -97.3      -26.1      -23.6
      -26.5      -92.5      -29.9      -22.6
      -12.4      -80.0      -30.0      -24.0
        2.0      -64.9      -25.6      -26.4
       11.0      -53.5      -20.3      -27.1
       12.4      -48.8      -18.0      -25.0
        7.4      -49.9      -19.4      -21.8
       -0.1      -53.1      -21.1      -19.5
       -5.0      -54.8      -20.1      -19.3
       -5.6      -55.0      -16.3      -20.3
       -5.3      -56.8      -11.5      -21.3
       -5.8      -59.1       -7.4      -20.3
       -4.3      -56.9       -4.0      -17.5
        3.3      -47.3       -0.1      -16.0
       15.6      -34.6        5.1      -18.8
       28.3      -24.8       10.8      -24.0
       38.3      -19.3       14.8      -26.8
       45.4      -15.5       16.6      -25.3
       48.9      -11.8       17.4      -22.1
       48.1       -8.1       17.4      -19.6
       44.5       -4.5       17.0      -17.4
       39.3       -0.8       16.4      -15.1
       31.6        1.6       14.8      -13.4
       21.3        1.5       11.3      -12.1
       10.9        1.6        7.8      -10.3
        4.6        6.4        7.1       -8.1
        3.0       15.4        9.8       -8.1
        2.1       24.5       12.6      -11.0
       -1.8       31.3       12.8      -13.9
       -8.9       35.1        9.5      -14.8
      -18.0       35.1        4.1      -14.4
      -27.4       29.8       -1.8      -13.8
      -34.6       19.9       -6.0      -13.4
      -37.4        9.0       -7.0      -13.6
      -35.6        0.3       -6.4      -15.5
      -32.6       -6.1       -7.1      -18.6
      -30.9       -9.5       -9.8      -20.1
      -29.3       -8.6      -12.1      -19.9
      -26.8       -5.9      -12.5      -22.0
      -23.9       -5.6      -11.1      -27.9
      -20.9       -8.6       -9.5      -32.4
      -17.1      -11.4       -8.9      -30.4
      -12.1      -10.3       -9.5      -23.8
       -7.1       -6.4      -11.0      -17.9
       -3.3       -3.0      -12.8      -14.8
        0.4       -1.1      -14.3      -12.4
        4.9        0.6      -15.1       -9.1
        9.8        2.5      -15.9       -5.1
       13.9        3.6      -16.8       -0.8
       16.9        3.6      -17.3        3.9
       19.0        3.8      -16.0        8.4
       19.9        5.6      -11.9       12.5
       18.6        8.8       -7.0       15.8
       14.8       10.4       -5.5       17.4
        9.6        9.3       -7.6       18.3
        4.9        6.8       -9.4       19.9
       -0.4        3.8       -7.1       22.3
       -8.1       -0.1       -1.8       23.8
      -17.5       -4.8        3.0       24.5
      -25.6       -8.4        4.6       26.0
      -31.0       -9.9        3.0       28.6
      -33.9       -9.4       -1.4       31.4
      -34.6       -8.0       -6.6       33.9
      -33.9       -7.1      -10.1       35.8
      -32.4       -6.4      -10.1       36.3
      -29.3       -4.5       -6.8       35.1
      -23.5       -1.1       -2.0       32.5
      -16.6        2.0        1.1       29.4
      -11.4        2.4        0.4       27.8
       -9.1       -1.6       -3.5       28.4
       -7.6       -8.3       -7.4       29.6
       -3.9      -13.5       -9.0       30.3
        2.8      -14.1       -8.8       30.8
       10.4      -11.1       -7.9       32.8
       17.4       -7.0       -5.4       37.1
       23.4       -1.8        0.0       43.5
